Provider name,Subject area of degree,Employment and further study,Unknown pattern of further study,Part-time further study,Voluntary or unpaid work,Unknown pattern of employment,"Other including travel, caring for someone or retired",Total with known outcomes,Full-time employment,Total,Unemployed,Non-respondents,Part-time employment,Full-time further study
Teesside University,02 Subjects allied to medicine,3290,0,20,40,30,1620,33085,23620,66015,410,32950,3230,575
Teesside University,03 Biological and sport sciences,470,0,0,100,0,230,3720,1715,8920,230,5210,485,305
Teesside University,04 Psychology,925,0,10,145,0,385,5845,2615,11605,245,5810,1005,315
Teesside University,"06 Agriculture, food and related studies",100,0,0,0,0,50,1150,520,4915,120,3800,50,80
Teesside University,07 Physical sciences,210,0,0,0,0,205,3675,2015,7425,360,3780,380,350
Teesside University,09 Mathematical sciences,0,0,0,0,0,0,120,20,180,20,40,0,0
Teesside University,10 Engineering and technology,2555,0,70,40,70,625,20555,14285,48870,1200,28380,890,570
Teesside University,11 Computing,1260,0,60,140,60,650,14640,7455,33695,1615,19080,2755,530
Teesside University,"13 Architecture, building and planning",200,0,0,0,0,0,700,480,1430,0,760,0,0
Teesside University,"26 Geography, earth and environmental studies (natural sciences)",0,0,0,0,0,0,350,100,665,0,320,80,20
Teesside University,15 Social sciences,1050,0,0,30,0,975,11210,6960,22880,395,11700,1065,520
Teesside University,16 Law,400,0,0,90,0,220,3075,1530,7130,140,4050,310,195
Teesside University,17 Business and management,825,0,40,65,40,500,9370,5545,30430,745,21140,945,515
Teesside University,19 Language and area studies,375,0,0,0,0,230,2495,840,4585,35,2050,700,190
Teesside University,"20 Historical, philosophical and religious studies",90,0,0,0,0,55,1175,450,2375,45,1190,100,170
Teesside University,22 Education and teaching,1175,0,60,25,0,545,9995,5645,21250,390,11240,1235,710
Teesside University,"24 Media, journalism and communications",120,0,0,0,0,40,1715,785,4065,140,2370,380,40
Teesside University,"25 Design, and creative and performing arts",580,0,0,50,0,315,4625,1785,10105,425,5450,1130,160
Telford College,10 Engineering and technology,0,0,0,0,0,0,440,400,1060,0,660,0,0
Telford College,11 Computing,20,0,0,0,0,0,120,20,280,0,140,0,0
Telford College,17 Business and management,0,0,0,0,0,0,40,40,80,0,40,0,0
Telford College,"25 Design, and creative and performing arts",0,0,0,0,0,0,60,0,160,0,80,0,0
Northumberland College,02 Subjects allied to medicine,0,0,0,0,0,0,40,0,260,0,240,0,0
Northumberland College,"06 Agriculture, food and related studies",0,0,0,0,0,0,120,20,460,0,320,40,0
Northumberland College,10 Engineering and technology,0,0,0,0,0,0,40,40,80,0,40,0,0
Northumberland College,15 Social sciences,20,0,0,0,0,0,230,100,630,0,420,40,0
Northumberland College,17 Business and management,0,0,0,0,0,0,40,0,160,0,120,0,0
Northumberland College,22 Education and teaching,0,0,0,0,0,0,140,50,480,0,340,0,0
Northumberland College,"25 Design, and creative and performing arts",0,0,0,0,0,80,120,0,360,0,240,40,0
The Trafford College Group,10 Engineering and technology,140,0,0,0,0,60,960,720,3030,0,2020,40,0
The Trafford College Group,11 Computing,0,0,0,0,0,0,400,130,1170,20,740,40,40
The Trafford College Group,"13 Architecture, building and planning",20,0,0,0,0,0,540,440,1920,0,1340,0,0
The Trafford College Group,15 Social sciences,120,0,0,0,0,20,840,440,2170,0,1360,120,20
The Trafford College Group,22 Education and teaching,220,0,0,0,0,30,1020,460,2550,40,1540,180,60
The Trafford College Group,"25 Design, and creative and performing arts",0,0,0,0,0,0,460,140,1260,40,760,160,0
Trinity Laban Conservatoire of Music and Dance,"25 Design, and creative and performing arts",1230,0,20,130,130,395,9495,3315,18180,340,8690,3270,480
University of Wales Trinity Saint David,02 Subjects allied to medicine,355,0,30,70,0,240,2050,685,3615,40,1590,460,40
University of Wales Trinity Saint David,03 Biological and sport sciences,160,0,0,0,0,170,1900,925,3855,0,1910,340,200
University of Wales Trinity Saint David,04 Psychology,170,0,0,0,0,155,1415,540,2700,120,1260,160,80
University of Wales Trinity Saint David,05 Veterinary sciences,0,0,0,0,0,0,40,40,220,0,160,0,0
University of Wales Trinity Saint David,"06 Agriculture, food and related studies",20,0,0,0,0,0,870,540,1670,0,800,140,0
University of Wales Trinity Saint David,10 Engineering and technology,700,0,0,0,0,120,5965,4250,11635,230,5660,310,220
University of Wales Trinity Saint David,11 Computing,260,0,0,0,0,195,3270,1745,6740,320,3440,380,240
University of Wales Trinity Saint David,"13 Architecture, building and planning",140,0,0,0,0,60,1990,1515,3805,20,1760,30,40
University of Wales Trinity Saint David,"26 Geography, earth and environmental studies (natural sciences)",0,0,0,0,0,0,260,180,360,0,90,0,0
University of Wales Trinity Saint David,15 Social sciences,1890,0,120,210,40,2140,14420,5205,29870,795,15430,2560,1380
University of Wales Trinity Saint David,16 Law,70,0,0,0,0,60,900,485,5095,0,4200,130,0
University of Wales Trinity Saint David,17 Business and management,3270,0,140,250,320,3155,24270,10135,50865,1670,26620,3690,1530
University of Wales Trinity Saint David,19 Language and area studies,85,0,0,0,0,180,1185,400,2430,0,1250,240,10
University of Wales Trinity Saint David,"20 Historical, philosophical and religious studies",610,0,100,70,0,605,4115,1390,6505,190,2380,555,420
University of Wales Trinity Saint David,22 Education and teaching,1455,0,20,20,110,965,16700,11040,31055,505,14380,2020,425
University of Wales Trinity Saint David,23 Combined and general studies,560,0,0,0,0,500,2820,480,5340,300,2520,480,500
University of Wales Trinity Saint David,"24 Media, journalism and communications",0,0,0,0,0,0,160,40,170,0,40,40,0
University of Wales Trinity Saint David,"25 Design, and creative and performing arts",1025,0,20,120,120,930,11440,4590,22345,715,10960,3050,700
Tyne Coast College,03 Biological and sport sciences,0,0,0,0,0,0,120,0,200,0,120,0,0
Tyne Coast College,10 Engineering and technology,580,0,160,0,40,420,6650,4070,18200,540,11540,300,480
Tyne Coast College,11 Computing,0,0,0,0,0,0,260,40,780,40,520,40,40
Tyne Coast College,"26 Geography, earth and environmental studies (natural sciences)",0,0,0,0,0,0,260,160,640,40,320,0,0
Tyne Coast College,17 Business and management,100,0,0,0,0,160,1180,420,2870,140,1720,200,60
Tyne Coast College,"25 Design, and creative and performing arts",40,0,0,0,0,60,550,80,1160,100,620,140,0
University of the Highlands and Islands,01 Medicine and dentistry,40,0,0,0,0,40,340,240,580,0,200,40,0
University of the Highlands and Islands,02 Subjects allied to medicine,900,0,40,150,0,785,7240,3255,13295,70,5970,1780,185
University of the Highlands and Islands,03 Biological and sport sciences,590,0,0,60,20,260,3655,1260,7310,120,3630,840,370
University of the Highlands and Islands,04 Psychology,80,0,0,0,0,25,850,365,1560,0,690,135,20
University of the Highlands and Islands,"06 Agriculture, food and related studies",315,0,0,10,0,110,2720,1690,4760,0,2060,220,115
University of the Highlands and Islands,07 Physical sciences,80,0,0,0,0,0,540,160,890,0,310,40,100
University of the Highlands and Islands,10 Engineering and technology,1325,0,40,70,0,325,7280,3755,12765,310,5460,625,660
University of the Highlands and Islands,11 Computing,650,0,0,0,0,410,4185,1525,7560,255,3390,580,590
University of the Highlands and Islands,"13 Architecture, building and planning",420,0,0,0,0,70,2250,1510,4165,70,1940,100,0
University of the Highlands and Islands,"26 Geography, earth and environmental studies (natural sciences)",145,0,0,0,0,105,1855,940,2980,60,1100,220,220
University of the Highlands and Islands,15 Social sciences,1900,0,30,150,0,1140,12860,5275,22795,220,9950,2515,1415
University of the Highlands and Islands,17 Business and management,2045,0,0,210,0,995,13360,5965,24525,520,11180,2460,1010
University of the Highlands and Islands,19 Language and area studies,210,0,0,0,0,310,1850,680,2955,25,1080,335,130
University of the Highlands and Islands,"20 Historical, philosophical and religious studies",260,0,20,160,0,375,2665,965,4170,100,1500,405,210
University of the Highlands and Islands,22 Education and teaching,770,0,0,0,10,335,8855,5630,14465,220,5590,1570,90
University of the Highlands and Islands,23 Combined and general studies,0,0,0,0,0,0,115,0,215,0,50,25,0
University of the Highlands and Islands,"25 Design, and creative and performing arts",1340,0,20,100,40,670,7365,2035,14220,420,6880,1940,700
Ulster University,01 Medicine and dentistry,60,0,0,0,0,0,850,500,3205,40,2320,120,120
Ulster University,02 Subjects allied to medicine,3635,0,15,125,230,2700,39175,26230,77295,525,38160,4525,1200
Ulster University,03 Biological and sport sciences,505,0,0,90,0,210,5600,3125,12540,180,6980,640,555
Ulster University,04 Psychology,885,0,20,105,0,320,5645,2800,10815,215,5200,655,325
Ulster University,"06 Agriculture, food and related studies",0,0,0,0,0,0,430,295,820,0,350,0,40
Ulster University,07 Physical sciences,115,0,0,0,0,40,1755,1280,3250,50,1520,20,30
Ulster University,09 Mathematical sciences,0,0,0,0,0,0,100,80,220,0,80,0,0
Ulster University,10 Engineering and technology,895,0,0,0,0,275,10930,8520,20665,270,9680,315,400
Ulster University,11 Computing,1015,0,0,0,40,530,15820,11730,30815,860,14950,925,410
Ulster University,"13 Architecture, building and planning",535,0,0,20,0,205,6490,4965,12500,210,5920,350,140
Ulster University,"26 Geography, earth and environmental studies (natural sciences)",340,0,0,0,0,175,3385,2180,5250,15,1920,205,320
Ulster University,15 Social sciences,1990,0,10,165,40,1335,19215,12585,39685,425,20490,1740,660
Ulster University,16 Law,855,0,0,20,0,295,5000,2955,10485,85,5510,390,245
Ulster University,17 Business and management,3470,0,110,210,360,1925,38410,26405,112745,2005,74340,2980,775
Ulster University,19 Language and area studies,630,0,0,90,0,440,4085,1710,8205,140,4100,540,470
Ulster University,"20 Historical, philosophical and religious studies",200,0,0,10,0,20,1755,690,3005,165,1280,255,285
Ulster University,22 Education and teaching,980,0,0,10,40,505,10075,7165,19925,40,9840,1055,10
Ulster University,23 Combined and general studies,155,0,40,0,0,120,1150,635,3765,0,2570,90,0
Ulster University,"24 Media, journalism and communications",400,0,0,10,0,290,5060,3210,10805,190,5740,680,160
Ulster University,"25 Design, and creative and performing arts",1045,0,40,185,50,440,10750,5060,20595,480,9810,2825,380
The University of Law,16 Law,7725,0,445,1010,300,3405,83750,60055,190795,4480,107040,3380,2830
The University of Law,17 Business and management,80,0,0,0,0,10,1370,825,4215,100,2810,90,40
United Colleges Group,10 Engineering and technology,0,0,0,0,0,0,360,340,1060,0,680,0,0
United Colleges Group,11 Computing,20,0,0,0,0,40,580,160,1100,40,520,180,120
United Colleges Group,"13 Architecture, building and planning",160,0,0,0,40,0,920,620,2300,0,1380,0,0
United Colleges Group,17 Business and management,0,0,0,0,0,40,180,0,680,0,480,0,0
United Colleges Group,"25 Design, and creative and performing arts",0,0,0,0,0,0,80,0,320,0,240,0,0
University College London,01 Medicine and dentistry,4050,20,150,270,90,1000,33265,21410,63790,870,30510,2310,3170
University College London,02 Subjects allied to medicine,2100,0,60,170,80,1360,22415,13220,47330,1190,24960,1430,2660
University College London,03 Biological and sport sciences,1250,0,0,190,40,540,12605,6230,24435,575,11860,570,3120
University College London,04 Psychology,2670,0,60,340,70,985,21505,12405,43530,640,22030,2315,1940
University College London,07 Physical sciences,2125,0,155,190,0,1080,21325,10465,43610,1185,22300,1300,4695
University College London,09 Mathematical sciences,820,0,0,10,0,315,8420,4895,23915,535,15480,225,1540
University College London,10 Engineering and technology,1950,0,20,180,200,915,22145,14065,57415,1260,35310,820,2730
University College London,11 Computing,1120,0,20,40,120,405,15425,11480,39115,525,23760,465,1120
University College London,"13 Architecture, building and planning",2335,0,40,260,320,870,26490,18485,79610,1055,53160,2140,990
University College London,"26 Geography, earth and environmental studies (natural sciences)",455,0,5,80,0,285,6820,4485,15525,300,8700,340,830
University College London,15 Social sciences,3610,40,110,635,160,1620,40160,25570,103550,1990,63450,2295,3920
University College London,16 Law,1295,0,40,230,40,530,11055,6570,29655,640,18630,395,1330
University College London,17 Business and management,680,0,0,20,80,395,11270,8490,39990,490,28740,385,710
University College London,19 Language and area studies,1505,0,50,180,40,870,14475,7530,34715,905,20280,1630,1610
University College London,"20 Historical, philosophical and religious studies",1965,0,170,365,60,970,17090,8060,36900,840,19800,1895,2775
University College London,22 Education and teaching,3665,0,180,470,390,2265,49660,35315,119200,1510,69520,4270,1510
University College London,"24 Media, journalism and communications",165,0,0,20,0,135,4605,3440,10560,185,6010,290,160
University College London,"25 Design, and creative and performing arts",140,0,0,0,0,190,2530,1120,7465,100,4910,800,60
University College London,"26 Geography, earth and environmental studies (social sciences)",305,0,0,100,0,120,4415,2980,9850,210,5420,255,365
University of South Wales,02 Subjects allied to medicine,2950,0,150,235,60,1390,25145,14770,49255,410,24110,4845,200
University of South Wales,03 Biological and sport sciences,1565,0,20,360,40,415,10360,5125,23695,470,13320,1425,700
University of South Wales,04 Psychology,1085,0,0,50,0,410,5740,2595,11490,260,5770,760,380
University of South Wales,05 Veterinary sciences,0,0,0,0,0,0,240,200,720,0,320,0,0
University of South Wales,"06 Agriculture, food and related studies",40,0,0,0,0,60,860,370,2000,20,1180,220,20
University of South Wales,07 Physical sciences,240,0,0,10,0,190,3715,2270,7205,330,3500,430,220
University of South Wales,09 Mathematical sciences,0,0,0,0,0,0,730,350,1290,60,580,0,120
University of South Wales,10 Engineering and technology,1015,0,0,40,100,380,10230,6920,27195,660,16990,510,440
University of South Wales,11 Computing,790,0,40,40,0,390,9245,4960,18800,1055,9550,1220,515
University of South Wales,"13 Architecture, building and planning",170,0,0,0,0,10,2295,1900,5685,0,3420,0,0
University of South Wales,"26 Geography, earth and environmental studies (natural sciences)",80,0,0,0,0,20,1155,540,2225,100,1080,120,240
University of South Wales,15 Social sciences,1320,0,0,180,40,850,10395,5175,22890,460,12480,1455,740
University of South Wales,16 Law,720,0,20,60,0,425,7660,5465,18065,200,10390,360,330
University of South Wales,17 Business and management,1835,0,50,150,160,990,18405,11830,49770,1070,31370,1405,770
University of South Wales,19 Language and area studies,30,0,0,0,0,85,900,310,1880,80,980,170,30
University of South Wales,"20 Historical, philosophical and religious studies",80,0,0,0,0,195,1370,555,2495,140,1150,160,80
University of South Wales,22 Education and teaching,1285,20,20,0,80,980,12225,7330,23565,285,11370,1980,90
University of South Wales,23 Combined and general studies,0,0,0,0,0,0,140,60,610,0,420,0,0
University of South Wales,"24 Media, journalism and communications",240,0,0,0,0,120,3275,1720,6740,160,3440,770,40
University of South Wales,"25 Design, and creative and performing arts",2410,0,90,310,250,1295,24120,11305,50470,1565,26350,6045,835
Walsall College,03 Biological and sport sciences,0,0,0,0,0,0,100,0,280,0,160,0,40
Walsall College,10 Engineering and technology,0,0,0,0,0,0,40,0,160,0,120,0,0
Walsall College,11 Computing,0,0,0,0,0,20,580,220,1540,60,1000,40,0
Walsall College,"13 Architecture, building and planning",0,0,0,0,0,0,40,0,280,0,120,0,0
Walsall College,17 Business and management,250,0,0,0,0,200,1630,560,4430,180,2800,260,120
Walsall College,"24 Media, journalism and communications",0,0,0,0,0,0,40,0,280,0,200,0,0
Walsall College,"25 Design, and creative and performing arts",420,0,0,40,0,240,2140,420,5750,200,3600,540,200
Waltham Forest College,02 Subjects allied to medicine,0,0,0,0,0,0,80,0,160,0,80,40,0
Waltham Forest College,17 Business and management,0,0,0,0,0,0,40,0,120,0,80,0,0
Waltham Forest College,"25 Design, and creative and performing arts",20,0,0,0,0,0,40,0,60,0,0,0,0
The University of Warwick,01 Medicine and dentistry,1145,0,0,0,40,300,10450,7160,18865,40,8400,1515,40
The University of Warwick,02 Subjects allied to medicine,635,0,40,15,10,305,6000,3165,11640,130,5700,1030,385
The University of Warwick,03 Biological and sport sciences,840,0,0,20,0,290,8720,4680,14715,485,5990,470,1800
The University of Warwick,04 Psychology,730,0,0,100,0,225,5510,2875,10335,320,4740,455,820
The University of Warwick,07 Physical sciences,1250,0,20,20,0,495,12155,6555,19955,530,7810,405,2770
The University of Warwick,09 Mathematical sciences,1990,0,100,40,0,710,16730,9335,29730,1050,13020,610,2800
The University of Warwick,10 Engineering and technology,1860,0,50,120,300,940,25490,18610,68445,1185,43030,835,1420
The University of Warwick,11 Computing,440,0,0,0,0,240,8305,6375,15605,280,7290,270,660
The University of Warwick,15 Social sciences,4070,0,150,465,260,1770,33860,19515,71195,1735,37280,1430,4450
The University of Warwick,16 Law,995,0,20,110,0,400,7535,3645,16755,615,9250,365,1180
The University of Warwick,17 Business and management,3825,0,80,195,450,1435,44005,32510,128810,1755,84760,1415,2165
The University of Warwick,19 Language and area studies,1415,0,0,170,0,545,11115,5450,20825,640,9730,1455,1295
The University of Warwick,"20 Historical, philosophical and religious studies",2000,0,150,210,20,880,14420,6800,25500,870,11070,1215,2215
The University of Warwick,22 Education and teaching,1350,0,0,15,50,685,16105,11890,34390,325,18310,1295,350
The University of Warwick,23 Combined and general studies,105,0,0,0,0,50,2445,1545,4190,0,1770,550,80
The University of Warwick,"24 Media, journalism and communications",80,0,0,0,0,50,1425,715,3110,120,1700,200,140
The University of Warwick,"25 Design, and creative and performing arts",240,0,0,0,40,60,2490,1400,5765,120,3260,370,110
Warwickshire College,02 Subjects allied to medicine,20,0,0,0,0,0,410,60,900,0,480,190,0
Warwickshire College,03 Biological and sport sciences,80,0,0,0,0,0,870,460,1710,40,780,170,0
Warwickshire College,04 Psychology,0,0,0,0,0,0,120,0,210,0,200,30,0
Warwickshire College,05 Veterinary sciences,0,0,0,0,0,0,240,210,480,0,260,0,0
Warwickshire College,"06 Agriculture, food and related studies",20,0,0,0,0,0,630,340,1140,40,520,70,0
Warwickshire College,09 Mathematical sciences,0,0,0,0,0,0,100,0,100,0,0,0,0
Warwickshire College,10 Engineering and technology,920,0,0,0,0,0,2980,1940,7320,0,4380,20,0
Warwickshire College,11 Computing,0,0,0,0,0,0,480,200,1040,0,480,180,0
Warwickshire College,15 Social sciences,0,0,0,0,0,0,240,130,640,0,400,80,0
Warwickshire College,17 Business and management,0,0,0,0,0,0,390,340,1010,0,580,0,0
Warwickshire College,22 Education and teaching,10,0,0,0,0,0,480,230,1020,0,500,40,40
Warwickshire College,"25 Design, and creative and performing arts",0,0,0,0,0,0,440,60,1180,40,720,160,0
Waverley Abbey College,02 Subjects allied to medicine,230,0,0,100,0,140,1350,240,1830,0,500,640,0
Warrington & Vale Royal College,02 Subjects allied to medicine,20,0,0,0,0,0,320,40,780,0,480,40,120
Warrington & Vale Royal College,03 Biological and sport sciences,40,0,0,0,0,0,320,80,910,0,600,60,40
Warrington & Vale Royal College,10 Engineering and technology,160,0,0,0,0,0,1320,1000,4520,20,3220,0,0
Warrington & Vale Royal College,11 Computing,0,0,0,0,0,0,240,100,610,0,420,0,0
Warrington & Vale Royal College,"13 Architecture, building and planning",0,0,0,0,0,0,270,200,720,0,460,0,0
Warrington & Vale Royal College,17 Business and management,0,0,0,0,0,0,80,40,320,0,260,0,0
Warrington & Vale Royal College,"25 Design, and creative and performing arts",0,0,0,0,0,60,690,200,1740,80,1120,220,40
"University of the West of England, Bristol",01 Medicine and dentistry,0,0,0,0,0,0,40,40,40,0,40,0,0
"University of the West of England, Bristol",02 Subjects allied to medicine,4035,0,20,140,130,2280,43605,29695,75555,815,32000,5080,1230
"University of the West of England, Bristol",03 Biological and sport sciences,440,0,20,130,0,235,4945,2495,8620,270,3680,585,610
"University of the West of England, Bristol",04 Psychology,1070,0,0,100,0,315,6790,3685,12230,320,5450,755,440
"University of the West of England, Bristol","06 Agriculture, food and related studies",0,0,0,0,0,0,120,20,210,0,80,0,0
"University of the West of England, Bristol",07 Physical sciences,190,0,0,0,0,60,2050,1300,3915,80,1790,145,90
"University of the West of England, Bristol",09 Mathematical sciences,60,0,0,0,0,0,1035,630,1560,80,530,110,60
"University of the West of England, Bristol",10 Engineering and technology,1000,0,0,110,0,295,11955,8255,23440,680,11530,790,670
"University of the West of England, Bristol",11 Computing,810,0,0,0,30,295,10440,6800,21885,895,11420,955,370
"University of the West of England, Bristol","13 Architecture, building and planning",1475,0,0,40,20,580,17080,12570,32070,775,15020,1005,405
"University of the West of England, Bristol","26 Geography, earth and environmental studies (natural sciences)",180,0,0,70,0,100,2450,1545,3855,130,1390,230,120
"University of the West of England, Bristol",15 Social sciences,1445,0,30,60,160,670,14475,9520,27890,525,13420,1345,690
"University of the West of England, Bristol",16 Law,1545,0,90,160,20,560,9885,5065,25360,690,15450,570,1085
"University of the West of England, Bristol",17 Business and management,2495,0,60,185,260,1500,31290,20850,85075,2050,53830,2190,1515
"University of the West of England, Bristol",19 Language and area studies,280,0,0,40,0,120,2865,1460,5240,180,2370,435,240
"University of the West of England, Bristol","20 Historical, philosophical and religious studies",320,0,40,0,0,120,1990,950,3460,110,1480,180,240
"University of the West of England, Bristol",22 Education and teaching,665,0,0,20,20,360,11540,8560,21540,400,10010,1120,210
"University of the West of England, Bristol",23 Combined and general studies,0,0,0,0,0,0,290,90,440,0,160,100,0
"University of the West of England, Bristol","24 Media, journalism and communications",200,0,0,0,40,120,3800,2355,7935,150,4120,625,50
"University of the West of England, Bristol","25 Design, and creative and performing arts",1105,0,40,240,100,815,18500,9670,35745,955,17240,5075,340
"University of the West of England, Bristol","26 Geography, earth and environmental studies (social sciences)",180,0,0,0,0,40,2500,1495,4165,80,1700,220,160
The University of the West of Scotland,02 Subjects allied to medicine,1795,0,20,40,120,1280,23825,16750,46475,345,22630,2980,360
The University of the West of Scotland,03 Biological and sport sciences,935,0,40,180,40,180,6670,3515,13680,260,6990,1005,405
The University of the West of Scotland,04 Psychology,420,0,0,60,0,85,2795,1210,5560,140,2780,470,230
The University of the West of Scotland,07 Physical sciences,170,0,0,10,0,40,1395,655,2415,80,1020,100,260
The University of the West of Scotland,10 Engineering and technology,490,0,0,0,0,170,5200,3340,10275,380,5070,335,275
The University of the West of Scotland,11 Computing,560,0,0,70,20,335,7405,4130,15060,630,7660,1075,280
The University of the West of Scotland,"26 Geography, earth and environmental studies (natural sciences)",20,0,0,0,0,0,140,60,460,0,320,0,0
The University of the West of Scotland,15 Social sciences,1390,0,20,140,10,705,13550,8245,27215,465,13690,1705,675
The University of the West of Scotland,16 Law,240,0,0,0,0,60,1160,560,2585,40,1440,80,80
The University of the West of Scotland,17 Business and management,2000,40,35,220,240,1465,20410,10990,63320,1635,42880,2440,1240
The University of the West of Scotland,19 Language and area studies,0,0,0,0,0,0,145,40,400,0,260,40,0
The University of the West of Scotland,22 Education and teaching,470,0,0,0,60,240,8200,5720,16565,690,8440,845,0
The University of the West of Scotland,23 Combined and general studies,60,0,0,0,0,20,1390,1080,1960,0,640,120,0
The University of the West of Scotland,"24 Media, journalism and communications",210,0,0,60,0,50,2080,1100,3750,140,1690,390,20
The University of the West of Scotland,"25 Design, and creative and performing arts",405,0,0,40,0,190,4310,1730,8575,270,4300,1320,180
West Dean College,10 Engineering and technology,0,0,0,0,0,0,40,0,100,0,40,0,0
West Dean College,19 Language and area studies,0,0,0,0,0,0,160,0,280,0,40,40,0
West Dean College,"20 Historical, philosophical and religious studies",0,0,0,0,0,0,295,110,675,0,340,40,40
West Dean College,"25 Design, and creative and performing arts",40,0,0,0,0,80,990,420,2235,40,1250,210,40
The University of West London,02 Subjects allied to medicine,1730,0,0,50,40,1075,18000,12840,31495,295,13540,1490,300
The University of West London,04 Psychology,410,0,0,0,0,290,2985,1275,5860,320,2820,315,210
The University of West London,07 Physical sciences,40,0,0,0,0,80,1060,520,1970,120,880,60,60
The University of West London,10 Engineering and technology,230,0,0,0,0,40,2200,1250,4110,210,1920,90,140
The University of West London,11 Computing,630,0,0,30,0,280,4615,2170,10715,580,6180,600,110
The University of West London,"13 Architecture, building and planning",60,0,0,0,0,0,1085,620,2315,180,1260,30,0
The University of West London,15 Social sciences,280,0,5,25,0,260,3395,1720,6630,280,3280,380,200
The University of West London,16 Law,210,0,40,110,0,215,2305,835,4890,270,2560,220,200
The University of West London,17 Business and management,1750,0,140,135,50,1480,20560,11425,47540,2200,27010,2535,675
The University of West London,22 Education and teaching,90,0,0,0,0,120,1370,725,2660,100,1310,180,0
The University of West London,"24 Media, journalism and communications",50,0,0,0,0,60,1475,810,3050,90,1540,400,0
The University of West London,"25 Design, and creative and performing arts",1420,0,0,320,90,700,14105,6190,31685,840,17560,3960,420
Weston College of Further and Higher Education,02 Subjects allied to medicine,240,0,0,0,0,60,1120,330,2080,0,920,300,80
Weston College of Further and Higher Education,03 Biological and sport sciences,0,0,0,0,0,0,180,40,440,0,240,40,0
Weston College of Further and Higher Education,10 Engineering and technology,80,0,0,0,0,0,480,360,1320,0,840,0,0
Weston College of Further and Higher Education,11 Computing,120,0,0,40,0,80,1410,720,2370,100,960,230,0
Weston College of Further and Higher Education,"13 Architecture, building and planning",0,0,0,0,0,0,120,120,200,0,80,0,0
Weston College of Further and Higher Education,17 Business and management,0,0,0,0,0,0,500,310,930,40,360,60,0
Weston College of Further and Higher Education,"25 Design, and creative and performing arts",10,0,0,0,0,60,770,290,1320,60,560,250,0
The University of Westminster,02 Subjects allied to medicine,885,0,10,145,0,645,7345,2960,14985,605,7600,1095,780
The University of Westminster,03 Biological and sport sciences,540,0,0,0,0,335,4880,1960,9900,645,4980,535,710
The University of Westminster,04 Psychology,905,0,20,150,0,385,6635,2950,12835,465,6210,1005,540
The University of Westminster,10 Engineering and technology,195,0,0,0,0,120,1955,985,3960,215,1990,260,20
The University of Westminster,11 Computing,785,0,25,0,10,290,7780,4250,16430,875,8660,1090,270
The University of Westminster,"13 Architecture, building and planning",1790,0,20,235,120,830,23415,17415,48840,915,25410,1830,280
The University of Westminster,15 Social sciences,735,0,110,280,60,590,8210,4035,17910,855,9750,945,495
The University of Westminster,16 Law,1360,0,140,280,40,425,9165,4080,20840,745,11690,930,920
The University of Westminster,17 Business and management,2995,0,210,360,230,2045,34160,20600,95805,3285,61670,3195,1290
The University of Westminster,19 Language and area studies,430,0,0,140,0,270,5490,2760,12060,450,6580,865,440
The University of Westminster,"20 Historical, philosophical and religious studies",110,0,0,0,0,120,1100,400,2080,120,990,180,20
The University of Westminster,22 Education and teaching,200,0,0,0,0,90,1150,590,3070,20,1900,120,80
The University of Westminster,23 Combined and general studies,0,0,0,0,0,0,390,190,800,0,410,60,0
The University of Westminster,"24 Media, journalism and communications",530,0,0,160,10,300,7930,4485,24525,565,16620,1350,350
The University of Westminster,"25 Design, and creative and performing arts",1095,0,60,200,120,710,14160,7220,33335,965,19190,3350,290
Weymouth College,03 Biological and sport sciences,0,0,0,0,0,0,40,40,220,0,160,0,0
Weymouth College,10 Engineering and technology,0,0,0,0,0,0,40,40,140,0,80,0,0
Weymouth College,11 Computing,0,0,0,0,0,0,100,40,220,0,60,0,0
Weymouth College,15 Social sciences,0,0,0,0,0,0,180,0,400,0,240,20,0
Weymouth College,17 Business and management,0,0,0,0,0,0,110,80,270,0,140,0,0
Weymouth College,"25 Design, and creative and performing arts",0,0,0,0,0,80,420,60,800,0,360,140,0
West Herts College,02 Subjects allied to medicine,0,0,0,0,0,0,20,0,120,0,80,0,0
West Herts College,15 Social sciences,0,0,0,0,0,0,260,120,480,0,280,60,0
West Herts College,17 Business and management,0,0,0,0,0,0,120,40,280,0,160,0,0
West Herts College,"25 Design, and creative and performing arts",0,0,0,0,0,40,620,200,1260,0,600,220,0
Wiltshire College and University Centre,03 Biological and sport sciences,0,0,0,0,0,0,200,80,610,0,320,80,0
Wiltshire College and University Centre,10 Engineering and technology,0,0,0,0,0,0,460,360,1170,0,700,0,0
Wiltshire College and University Centre,11 Computing,0,0,0,0,0,0,290,80,620,0,260,40,0
Wiltshire College and University Centre,15 Social sciences,40,0,0,0,0,40,340,140,820,0,440,40,0
Wiltshire College and University Centre,17 Business and management,0,0,0,0,0,0,50,40,120,0,80,0,0
Wiltshire College and University Centre,22 Education and teaching,80,0,0,0,0,20,730,390,1290,0,540,40,20
The University of Winchester,02 Subjects allied to medicine,120,0,0,0,0,80,1580,1120,2750,40,1180,190,0
The University of Winchester,03 Biological and sport sciences,370,0,0,0,0,110,2130,1010,4165,50,2030,240,200
The University of Winchester,04 Psychology,760,0,0,20,0,90,4845,2600,8605,220,3740,470,420
